team,rival,team_1_select_1,team_2_select_1,team_1_select_2,team_2_select_2,team_1_select_3,team_2_select_3,decider,order,bo,date,source_url,event
VIT,NRG,Fracture,Split,Ascent,Lotus,Sunset,Haven,Breeze,A,3,2026-07-04 09:10:00,https://www.vlr.gg/706761/team-vitality-vs-nrg-esports-world-cup-2026-winners-b,Esports World Cup 2026
KC,PRX,Split,Haven,Sunset,Fracture,Breeze,Ascent,Lotus,A,3,2026-07-04 10:30:00,https://www.vlr.gg/706762/karmine-corp-vs-paper-rex-esports-world-cup-2026-elim-b,Esports World Cup 2026
TH,MIBR,Split,Sunset,Lotus,Ascent,Fracture,Haven,Breeze,A,3,2026-07-05 07:00:00,https://www.vlr.gg/706771/mibr-vs-team-heretics-esports-world-cup-2026-winners-d,Esports World Cup 2026
GE,AG,Lotus,Breeze,Sunset,Split,Fracture,Haven,Ascent,A,3,2026-07-05 07:00:00,https://www.vlr.gg/706772/global-esports-vs-all-gamers-esports-world-cup-2026-elim-d,Esports World Cup 2026
M8,NS,Breeze,Fracture,Lotus,Haven,Split,Sunset,Ascent,A,3,2026-07-05 09:15:00,https://www.vlr.gg/706766/gentle-mates-vs-nongshim-redforce-esports-world-cup-2026-winners-c,Esports World Cup 2026
G2,XLG,Ascent,Sunset,Lotus,Breeze,Split,Haven,Fracture,A,3,2026-07-05 09:25:00,https://www.vlr.gg/706767/xi-lai-gaming-vs-g2-esports-esports-world-cup-2026-elim-c,Esports World Cup 2026
BBL,EDG,Fracture,Haven,Lotus,Breeze,Split,Ascent,Sunset,A,3,2026-07-06 07:00:00,https://www.vlr.gg/706758/bbl-esports-vs-edward-gaming-esports-world-cup-2026-decider-a,Esports World Cup 2026
NRG,KC,Sunset,Lotus,Breeze,Fracture,Split,Ascent,Haven,A,3,2026-07-06 09:05:00,https://www.vlr.gg/706763/nrg-vs-karmine-corp-esports-world-cup-2026-decider-b,Esports World Cup 2026
MIBR,AG,Sunset,Breeze,Lotus,Split,Fracture,Haven,Ascent,A,3,2026-07-07 07:00:00,https://www.vlr.gg/706773/mibr-vs-all-gamers-esports-world-cup-2026-decider-d,Esports World Cup 2026
NS,G2,Fracture,Ascent,Breeze,Sunset,Lotus,Split,Haven,A,3,2026-07-07 10:15:00,https://www.vlr.gg/706768/nongshim-redforce-vs-g2-esports-esports-world-cup-2026-decider-c,Esports World Cup 2026
BBL,TH,Fracture,Split,Breeze,Lotus,Haven,Ascent,Sunset,A,3,2026-07-09 07:00:00,https://www.vlr.gg/708422/team-heretics-vs-bbl-esports-esports-world-cup-2026-qf,Esports World Cup 2026
NRG,M8,Fracture,Breeze,Haven,Ascent,Split,Sunset,Lotus,A,3,2026-07-09 10:55:00,https://www.vlr.gg/708423/gentle-mates-vs-nrg-esports-world-cup-2026-qf,Esports World Cup 2026
VIT,NS,Fracture,Lotus,Ascent,Split,Haven,Sunset,Breeze,A,3,2026-07-10 07:00:00,https://www.vlr.gg/708421/team-vitality-vs-nongshim-redforce-esports-world-cup-2026-qf,Esports World Cup 2026
MIBR,100T,Sunset,Lotus,Fracture,Breeze,Split,Ascent,Haven,A,3,2026-07-10 10:05:00,https://www.vlr.gg/708420/100-thieves-vs-mibr-esports-world-cup-2026-qf,Esports World Cup 2026
NS,100T,Fracture,Split,Sunset,Lotus,Ascent,Breeze,Haven,A,3,2026-07-11 07:00:00,https://www.vlr.gg/708424/100-thieves-vs-nongshim-redforce-esports-world-cup-2026-sf,Esports World Cup 2026
NRG,BBL,Split,Fracture,Haven,Breeze,Sunset,Ascent,Lotus,A,3,2026-07-11 10:25:00,https://www.vlr.gg/708425/bbl-esports-vs-nrg-esports-world-cup-2026-sf,Esports World Cup 2026
NS,BBL,Sunset,Fracture,Breeze,Lotus,Ascent,Split,Haven,A,3,2026-07-12 07:00:00,https://www.vlr.gg/708427/nongshim-redforce-vs-bbl-esports-esports-world-cup-2026-cf,Esports World Cup 2026
NRG,100T,Fracture,Lotus,Breeze,Sunset,Haven,Ascent,Split,A,5,2026-07-12 09:45:00,https://www.vlr.gg/708426/100-thieves-vs-nrg-esports-world-cup-2026-gf,Esports World Cup 2026
