team,rival,team_1_select_1,team_2_select_1,team_1_select_2,team_2_select_2,team_1_select_3,team_2_select_3,decider,order,bo,date,source_url,event
TS,XIP,Lotus,Breeze,Summit,Sunset,Haven,Ascent,Split,A,3,2026-08-14 06:45:00,https://www.vlr.gg/730538/team-secret-vs-xipto-esports-vct-2026-pacific-stage-2-ur1,VCT 2026: Pacific Stage 2
KRX,ZETA,Split,Summit,Lotus,Sunset,Breeze,Ascent,Haven,A,3,2026-08-15 04:00:00,https://www.vlr.gg/730539/zeta-division-vs-kiwoom-drx-vct-2026-pacific-stage-2-ubqf,VCT 2026: Pacific Stage 2
SP,DFM,Lotus,Haven,Ascent,Sunset,Summit,Split,Breeze,A,3,2026-08-15 07:20:00,https://www.vlr.gg/730540/detonation-focusme-vs-sharper-esports-vct-2026-pacific-stage-2-ubqf,VCT 2026: Pacific Stage 2
T1,FS,Split,Haven,Breeze,Lotus,Summit,Sunset,Ascent,A,3,2026-08-16 04:00:00,https://www.vlr.gg/730541/t1-vs-full-sense-vct-2026-pacific-stage-2-ubqf,VCT 2026: Pacific Stage 2
TS,NS,Lotus,Ascent,Summit,Breeze,Haven,Split,Sunset,A,3,2026-08-16 05:50:00,https://www.vlr.gg/730542/nongshim-redforce-vs-team-secret-vct-2026-pacific-stage-2-ubqf,VCT 2026: Pacific Stage 2
TS,ONG,Lotus,Summit,Ascent,Split,Breeze,Sunset,Haven,A,3,2026-08-19 04:00:00,https://www.vlr.gg/730545/team-secret-vs-onside-gaming-vct-2026-pacific-stage-2-lr1,VCT 2026: Pacific Stage 2
FS,RRQ,Haven,Split,Summit,Sunset,Breeze,Ascent,Lotus,A,3,2026-08-19 06:25:00,https://www.vlr.gg/730546/full-sense-vs-rex-regum-qeon-vct-2026-pacific-stage-2-lr1,VCT 2026: Pacific Stage 2
DFM,QTD,Haven,Sunset,Ascent,Lotus,Split,Summit,Breeze,A,3,2026-08-20 04:00:00,https://www.vlr.gg/730547/detonation-focusme-vs-qt-dig-vct-2026-pacific-stage-2-lr1,VCT 2026: Pacific Stage 2
XIP,ZETA,Breeze,Summit,Haven,Split,Ascent,Lotus,Sunset,A,3,2026-08-20 07:00:00,https://www.vlr.gg/730548/zeta-division-vs-xipto-esports-vct-2026-pacific-stage-2-lr1,VCT 2026: Pacific Stage 2
KRX,SP,Split,Lotus,Haven,Ascent,Breeze,Summit,Sunset,A,3,2026-08-21 04:00:00,https://www.vlr.gg/730543/kiwoom-drx-vs-sharper-esports-vct-2026-pacific-stage-2-ubsf,VCT 2026: Pacific Stage 2
T1,NS,Split,Lotus,Ascent,Haven,Summit,Breeze,Sunset,A,3,2026-08-21 07:25:00,https://www.vlr.gg/730544/t1-vs-nongshim-redforce-vct-2026-pacific-stage-2-ubsf,VCT 2026: Pacific Stage 2
FS,ONG,Breeze,Summit,Sunset,Haven,Split,Ascent,Lotus,A,3,2026-08-22 04:00:00,https://www.vlr.gg/730549/onside-gaming-vs-full-sense-vct-2026-pacific-stage-2-lr2,VCT 2026: Pacific Stage 2
DFM,ZETA,Sunset,Summit,Ascent,Split,Haven,Lotus,Breeze,A,3,2026-08-22 06:10:00,https://www.vlr.gg/730550/detonation-focusme-vs-zeta-division-vct-2026-pacific-stage-2-lr2,VCT 2026: Pacific Stage 2
SP,ONG,Lotus,Summit,Ascent,Haven,Sunset,Split,Breeze,A,3,2026-08-23 04:00:00,https://www.vlr.gg/730551/sharper-esports-vs-onside-gaming-vct-2026-pacific-stage-2-lr3,VCT 2026: Pacific Stage 2
DFM,T1,Lotus,Split,Ascent,Haven,Sunset,Summit,Breeze,A,3,2026-08-23 07:00:00,https://www.vlr.gg/730552/t1-vs-detonation-focusme-vct-2026-pacific-stage-2-lr3,VCT 2026: Pacific Stage 2
NS,PRX,Lotus,Haven,Abyss,Split,Summit,Sunset,Ascent,A,3,2026-08-26 04:00:00,https://www.vlr.gg/742476/paper-rex-vs-nongshim-redforce-vct-2026-pacific-stage-2-ur1,VCT 2026: Pacific Stage 2
KRX,GE,Summit,Haven,Lotus,Ascent,Split,Sunset,Abyss,A,3,2026-08-26 06:15:00,https://www.vlr.gg/742477/global-esports-vs-kiwoom-drx-vct-2026-pacific-stage-2-ur1,VCT 2026: Pacific Stage 2
NS,GEN,Lotus,Split,Ascent,Summit,Haven,Abyss,Sunset,A,3,2026-08-27 04:00:00,https://www.vlr.gg/742478/gen-g-vs-nongshim-redforce-vct-2026-pacific-stage-2-ubsf,VCT 2026: Pacific Stage 2
VL,GE,Abyss,Sunset,Split,Summit,Lotus,Ascent,Haven,A,3,2026-08-27 07:10:00,https://www.vlr.gg/742479/varrel-vs-global-esports-vct-2026-pacific-stage-2-ubsf,VCT 2026: Pacific Stage 2
ONG,PRX,Summit,Haven,Abyss,Ascent,Lotus,Sunset,Split,A,3,2026-08-28 04:00:00,https://www.vlr.gg/742482/paper-rex-vs-onside-gaming-vct-2026-pacific-stage-2-lr1,VCT 2026: Pacific Stage 2
T1,KRX,Summit,Haven,Lotus,Abyss,Ascent,Split,Sunset,A,3,2026-08-28 06:05:00,https://www.vlr.gg/742483/kiwoom-drx-vs-t1-vct-2026-pacific-stage-2-lr1,VCT 2026: Pacific Stage 2
PRX,VL,Haven,Summit,Lotus,Split,Abyss,Ascent,Sunset,A,3,2026-08-29 04:00:00,https://www.vlr.gg/742484/varrel-vs-paper-rex-vct-2026-pacific-stage-2-lr2,VCT 2026: Pacific Stage 2
T1,GEN,Summit,Ascent,Lotus,Split,Sunset,Haven,Abyss,A,3,2026-08-29 07:00:00,https://www.vlr.gg/742485/gen-g-vs-t1-vct-2026-pacific-stage-2-lr2,VCT 2026: Pacific Stage 2
NS,GE,Summit,Sunset,Haven,Ascent,Split,Lotus,Abyss,A,3,2026-09-04 04:00:00,https://www.vlr.gg/742480/nongshim-redforce-vs-global-esports-vct-2026-pacific-stage-2-ubf,VCT 2026: Pacific Stage 2
VL,T1,Abyss,Summit,Haven,Lotus,Split,Ascent,Sunset,A,3,2026-09-04 07:00:00,https://www.vlr.gg/742486/varrel-vs-t1-vct-2026-pacific-stage-2-lr3,VCT 2026: Pacific Stage 2
GE,T1,Abyss,Summit,Split,Lotus,Ascent,Haven,Sunset,A,5,2026-09-05 04:00:00,https://www.vlr.gg/742487/global-esports-vs-t1-vct-2026-pacific-stage-2-lbf,VCT 2026: Pacific Stage 2
NS,GE,Summit,Ascent,Sunset,Split,Abyss,Lotus,Haven,A,5,2026-09-06 04:00:00,https://www.vlr.gg/742481/nongshim-redforce-vs-global-esports-vct-2026-pacific-stage-2-gf,VCT 2026: Pacific Stage 2
